2025-02-19 13:04:35,593 Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
2025-02-19 13:04:35,696 'utf-8' codec can't decode byte 0xcc in position 0: invalid continuation byte
2025-02-19 13:04:35,753 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:39,911 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:39,944 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:39,977 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,012 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,046 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,080 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,114 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,148 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,181 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,214 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,248 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,281 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,315 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,349 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,384 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,417 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,456 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,490 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,526 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,559 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,592 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,627 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,668 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,715 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,749 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,782 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:40,828 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:40,862 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:40,914 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:40,948 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:40,981 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,015 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,048 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,082 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,116 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,150 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,195 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,229 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,262 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,296 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,330 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,363 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:41,397 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:41,431 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:41,464 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:41,499 Sending RC control: lr=100, fb=0, ud=0, yaw=0
2025-02-19 13:04:41,537 Sending RC control: lr=100, fb=0, ud=0, yaw=0
2025-02-19 13:04:41,567 Sending RC control: lr=100, fb=0, ud=0, yaw=0
2025-02-19 13:04:41,603 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,638 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,682 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,717 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,750 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,784 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,817 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,893 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,926 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,959 Sending RC control: lr=100, fb=100, ud=0, yaw=0
2025-02-19 13:04:41,993 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,026 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,060 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,094 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,128 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,163 Sending RC control: lr=100, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,196 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:42,230 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:42,263 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:42,297 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:42,331 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:42,365 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:42,400 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:42,433 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,466 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,500 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,535 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,570 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,603 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,637 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,682 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,717 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,751 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,785 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,819 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,853 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,886 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,921 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,955 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:42,987 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,029 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,063 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,097 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,131 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,165 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,198 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,232 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,266 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,300 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,335 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,368 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,401 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,436 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,469 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,503 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,539 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,572 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,606 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,641 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,693 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,728 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,761 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,797 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,831 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,865 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,899 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,933 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:43,968 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,002 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,038 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,072 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,105 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,138 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,172 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,205 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,237 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,271 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,307 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,343 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:44,377 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,417 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,459 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,491 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,525 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,560 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,595 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,628 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,663 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,696 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,731 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,765 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,799 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,833 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,869 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,901 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,936 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:44,969 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:45,003 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:45,037 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:45,072 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,106 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,138 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,173 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,205 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,239 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,272 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,307 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,340 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,375 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,409 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,443 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,477 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,511 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,545 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:45,579 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:45,613 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:45,646 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,680 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,714 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,748 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,782 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,816 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,852 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,886 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,919 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,952 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:45,986 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,021 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,054 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,088 Sending RC control: lr=0, fb=0, ud=0, yaw=-100
2025-02-19 13:04:46,123 Sending RC control: lr=0, fb=0, ud=0, yaw=-100
2025-02-19 13:04:46,157 Sending RC control: lr=0, fb=0, ud=0, yaw=-100
2025-02-19 13:04:46,192 Sending RC control: lr=0, fb=0, ud=0, yaw=-100
2025-02-19 13:04:46,225 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,258 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,293 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,327 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,361 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,397 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,430 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,464 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,500 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,534 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,567 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,601 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,635 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,674 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,707 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,740 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,773 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,806 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,842 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,876 Sending RC control: lr=0, fb=0, ud=0, yaw=0
