2025-01-27 13:27:07,277 Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
2025-01-27 13:27:07,490 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,277 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,283 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,289 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,296 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,311 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,321 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,329 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,336 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,343 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,351 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,357 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,366 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,371 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,379 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,385 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,390 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,398 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,405 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,412 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,420 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,436 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,442 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,450 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,458 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,467 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,472 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,481 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,488 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,494 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,503 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,510 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,516 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,522 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,531 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,539 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,546 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,552 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,557 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,567 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,575 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,582 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,587 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,595 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,600 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,607 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,617 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,623 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,630 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,637 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,643 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,649 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,654 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,661 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,667 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,673 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,683 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,690 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,696 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,702 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,710 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,717 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,725 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,732 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,741 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,760 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,767 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,773 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,782 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,788 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,794 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,800 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,806 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,812 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,818 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,824 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,831 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,837 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,844 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,862 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,868 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,873 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,880 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,886 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,892 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,898 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,904 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,910 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,922 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,928 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,934 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,940 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,947 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,953 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,960 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,966 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,971 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,980 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,989 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,996 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,002 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,008 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,015 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,021 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,027 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,036 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,042 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,050 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,062 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,068 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,074 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,081 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,089 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,098 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,107 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,115 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,121 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,127 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,133 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,138 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,146 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,151 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,156 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,163 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,169 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,175 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,182 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,187 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,194 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,202 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,209 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,215 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,221 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,228 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,234 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,242 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,255 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,264 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,273 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,280 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,286 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,293 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,311 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,317 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,323 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,330 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,335 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,342 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,353 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,360 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,367 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,373 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,379 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,385 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,390 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,397 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,404 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,410 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,417 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,423 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,432 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,438 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,444 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,450 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,456 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,463 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,468 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,473 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,480 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,486 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,492 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,502 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,508 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,516 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,523 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,531 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,537 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,544 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,550 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,558 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,564 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,570 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,576 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,583 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,591 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,597 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,603 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,611 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,617 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,622 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,629 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,637 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,644 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:42,650 drone taking off
2025-01-27 13:27:42,650 battery: 68
2025-01-27 13:27:48,093 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,116 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,136 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,147 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,156 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,162 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,168 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,176 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,184 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,192 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,198 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,203 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,210 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,216 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,224 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,231 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,238 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,247 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,254 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,260 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,266 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,282 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,290 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,295 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,301 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,309 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,315 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,322 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,328 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,333 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,340 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,346 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,352 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,359 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,365 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:48,372 Sending RC control: lr=0, fb=0, ud=0, yaw=0
